,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
42,4,14815.580974394972,17,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
43,4,14815.58097437177,18,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
44,4,14815.580974353885,19,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
45,4,14815.580974340446,20,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
46,4,14815.580974330443,21,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
47,4,14815.58097432305,22,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
48,4,14815.58097431761,23,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
49,4,14815.580974313618,24,"[120479603001.0, 121050117321.0, 121050115012.0, 121030250043.0, 121030250091.0, 121030251191.0, 120310103041.0, 121030281032.0, 120010022173.0, 120710014014.0]","[120479603001.0, 120310103041.0, 120010022173.0, 120010012032.0, 120710401181.0, 121030225023.0, 121050122051.0, 120710104073.0, 120090647005.0, 120710102033.0]","[121050116062, 120330008001, 120510003001, 120710401151, 120150304012, 120090650011, 120510003001, 120710017033, 120730025091, 120210109053]","[121050116062, 120330008001, 120430002002, 120710401151, 120150304012, 120090650011, 120710017033, 120710401151, 120730025091, 120510003001]",1000
50,5,9997.606526345799,1,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 121219703021.0, 120110506011.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120010022173.0, 120110406012.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
51,5,10007.680532987062,2,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
52,5,10007.242967309823,3,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
53,5,10007.26305397209,4,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
54,5,10007.263071955058,5,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
55,5,10007.26322247284,6,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
56,5,10007.263228337752,7,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
57,5,10007.263235554567,8,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
58,5,10007.26323978216,9,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
59,5,10007.263242435158,10,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
60,5,10007.263244101037,11,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
61,5,10007.263245153106,12,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
62,5,10007.26324581993,13,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
63,5,10007.263246243761,14,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
64,5,10007.26324651375,15,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
65,5,10007.26324668605,16,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
66,5,10007.26324679619,17,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
67,5,10007.263246866692,18,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
68,5,10007.263246911883,19,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
69,5,10007.263246940885,20,"[120860016021.0, 120860090102.0, 120110104021.0, 120860099042.0, 120110410001.0, 120110804022.0, 120860187003.0, 120310167251.0, 120110506011.0, 121219703021.0]","[120310167251.0, 121219703021.0, 121170219011.0, 120990076073.0, 120950170172.0, 120860067111.0, 120950169031.0, 120110406012.0, 120010022173.0, 120990003041.0]","[120111106001, 121050103003, 120111106001, 120010019022, 120150304012, 120111106001, 120330003001, 120950169023, 120010018063, 120111106001]","[120860037026, 121050116062, 120111106001, 120010019022, 120150304012, 120860096003, 120330003001, 120010019022, 120010019022, 120860010042]",1000
